MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,3,4.248495242,8521,2,1,4,3,0,2,3,19,1,2,0,2,5,5,1967,1967,1,1,6,6,2,0,3,3,1,4,4,2,6,6.735780014,2,70,912,1,3,1,4,912,4.700480366,912,0,0,1,0,1.098612289,1,3,5,7,3,2,2,0,5.81711116,4,3,2.48490665,1.386294361,4,5,2010,9,6,125000
120,3,3.761200116,3182,2,1,4,3,0,4,3,0,2,2,4,2,7,5,2005,2006,1,1,12,13,1,2.772588722,4,3,2,5,4,4,7,2.772588722,2,1357,1373,1,5,1,4,1555,4.700480366,1555,0,0,2,0,0.693147181,1,4,7,7,4,6,4,0.693147181,6.063785209,4,3,4.96284463,2.995732274,1,5,2009,9,6,192500
20,3,4.290459441,8760,2,1,4,3,0,4,3,12,2,2,0,2,6,6,1959,1959,3,1,8,8,1,5.393627546,3,3,1,4,4,2,2,0.693147181,2,1194,1194,1,3,1,4,1194,4.700480366,1194,1,0,1,0,1.098612289,1,3,6,7,1,6,3,0,5.743003188,4,3,2.48490665,1.386294361,1,4,2010,9,6,148000
60,3,4.901564199,15138,2,1,3,3,0,4,3,15,2,2,0,5,8,5,1995,1996,1,1,12,13,1,6.037274083,4,3,2,5,4,2,7,6.535241271,2,773,1462,1,5,1,4,1490,7.173191742,2747.625,1,0,2,1,1.386294361,1,5,9,7,4,6,4,1.098612289,6.697034248,4,3,2.48490665,4.983606622,1,7,2009,9,6,340037.5
160,4,3.044522438,1680,2,1,4,3,0,4,3,2,2,2,3,5,6,5,1972,1972,1,1,6,6,1,5.693732139,3,3,1,4,4,2,2,0.693147181,2,483,483,1,3,1,4,483,6.222576268,987,0,0,1,1,0.693147181,1,3,5,7,2,6,2,0,5.66296048,4,3,2.48490665,1.386294361,1,6,2006,9,6,94500
20,3,4.317488114,10650,2,1,4,3,0,0,3,5,2,2,0,2,5,6,1976,1976,1,1,6,6,2,0,3,3,1,4,5,4,3,5.204006687,6,0,894,1,3,1,4,894,4.700480366,894,1,0,1,0,1.098612289,1,3,5,7,1,6,2,0,5.730099783,4,3,5.899897354,1.386294361,4,2,2010,9,6,128200
60,3,3.044522438,7851,2,1,4,3,0,4,3,8,2,2,0,5,6,5,2002,2002,1,1,12,13,4,5.120983351,4,3,2,5,4,2,7,6.43775165,2,235,860,1,5,1,4,860,7.003065459,1960,1,0,2,1,1.386294361,1,4,8,7,4,4,4,0.693147181,6.086774727,4,3,5.66296048,3.871201011,1,5,2010,9,6,216500
160,4,3.044522438,1680,2,1,4,3,0,4,3,2,2,2,4,5,6,3,1971,1971,1,1,6,6,1,6.037274083,3,3,1,4,4,2,6,5.880532986,2,125,483,1,3,1,4,483,6.222576268,987,0,0,1,1,0.693147181,1,3,5,7,1,2,2,0,5.575949103,4,3,2.48490665,1.386294361,1,8,2008,9,6,89500
20,3,4.17438727,8773,2,1,4,3,0,2,3,5,2,2,0,2,7,5,2004,2004,1,1,12,13,1,4.584967479,4,3,2,5,4,4,7,3.17805383,2,1390,1414,1,5,1,4,1414,4.700480366,1414,0,0,2,0,1.098612289,1,4,6,7,1,6,3,0.693147181,6.202535517,4,3,4.882801923,4.65396035,1,5,2010,9,6,185500
60,3,3.044522438,9453,2,1,3,3,0,1,3,20,7,2,0,5,7,7,1993,2003,1,1,6,6,2,0,4,3,2,5,4,2,5,5.996452089,2,594,996,1,5,1,4,1014,6.593044534,1744,0,0,2,1,1.098612289,1,4,7,7,1,6,3,0.693147181,6.124683391,4,3,5.913503006,4.248495242,1,2,2010,9,6,194500
20,3,4.532599493,12030,2,1,4,3,0,4,3,16,2,2,0,2,8,5,2007,2007,3,1,12,13,1,5.537334267,5,3,2,6,4,2,2,0.693147181,2,1685.5,1694,1,5,1,4,1694,4.700480366,1694,0,0,2,0,1.098612289,1,4,7,7,1,6,4,1.098612289,6.706862337,4,3,5.123963979,5.135798437,1,12,2007,7,1,318000
50,3,3.951243719,8741,2,1,4,3,0,4,3,7,2,2,0,0,6,4,1945,1950,1,1,12,13,2,0,3,3,1,4,3,2,3,4.543294782,2,641,735,1,3,1,0,798,6.535241271,1487,0,0,1,1,1.098612289,1,3,7,7,5,2,2,0,5.393627546,4,3,2.48490665,4.941642423,4,4,2010,9,6,113000
20,1,4.317488114,9000,2,1,4,3,0,4,3,21,2,2,0,2,8,5,2008,2008,1,1,12,13,3,3.583518938,4,3,2,5,4,4,7,6.982862751,2,488,1566,1,5,1,4,1566,4.700480366,1566,1,0,2,0,1.098612289,1,4,7,7,1,6,3,0.693147181,6.620073207,4,3,4.9698133,5.123963979,1,4,2010,9,6,262500
30,4,3.688879454,3880,2,1,4,3,0,4,3,17,2,2,0,2,5,8.913740476,1945,1997,1,1,12,13,2,0,3,4,1,4,4,2,6,5.796057751,2,357,686,1,4,1,4,866,4.700480366,866,0,0,1,0,0.693147181,1,4,4,7,1,1,1,0,5.075173815,1,3,4.060443011,3.737669618,1,8,2007,9,6,110500
50,4,4.143134726,5000,2,1,4,3,0,0,3,17,2,2,0,0,5,4,1900,1950,1,1,13,14,2,0,3,3,0,4,4,2,2,0.693147181,2,540,540,1,4,0,0,889,6.311734809,1440,0,0,1,0,1.098612289,1,3,6,7,1,6,2,0,5.863631176,3,3,2.48490665,1.386294361,1,4,2006,9,6,79000
160,3,4.317488114,10762,2,1,4,3,0,0,3,20,2,2,4,5,6,6,1980,1980,1,1,9,10,2,0,3,3,1,5,4,2,2,0.693147181,2,626,626,1,3,1,4,626,6.381816017,1217,0,0,1,1,1.098612289,1,3,6,7,4,6,3,0,5.66296048,4,3,2.48490665,3.33220451,1,4,2009,9,6,120000
60,3,3.044522438,8880,2,1,3,3,0,4,3,20,2,2,0,5,7,5,1994,2002,1,1,12,13,2,0,4,3,2,5,4,2,7,6.543911846,2,253,948,1,5,1,4,1222,6.788971743,2110,1,0,2,1,1.098612289,1,4,8,7,3,6,3,0.693147181,6.137727054,4,3,2.48490665,4.86753445,1,5,2010,9,6,205000
20,3,4.382026635,10400,2,1,4,3,0,4,3,14,2,2,0,2,7,5,1988,1988,1,1,13,14,1,4.624972813,3,3,1,5,4,4,7,6.834108739,2,916,1845,1,4,1,4,1872,4.700480366,1872,0,1,2,0,1.098612289,1,3,6,7,4,6,4,0.693147181,6.403574198,4,3,5.283203729,3.663561646,1,6,2006,9,6,241500
190,4,4.234106505,9142,2,3,4,3,0,4,3,17,2,2,1,5,6,8,1910,1950,1,1,0,0,2,0,3,2,4,3,4,2,2,0.693147181,2,1020,1020,1,4,0,2,908,6.927557906,1928,0,0,2,0,1.386294361,2,2,9,7,1,2,2,0,6.086774727,2,3,2.48490665,4.094344562,1,4,2006,9,6,137000
20,3,4.317488114,11310,2,1,4,3,0,4,3,12,2,2,0,2,6,5,1954,1954,3,1,13,3,2,0,3,3,1,4,4,2,2,0.693147181,2,1367,1367,1,5,1,4,1375,4.700480366,1375,0,0,1,0,0.693147181,1,3,5,7,4,6,2,0.693147181,6.11146734,4,3,2.48490665,3.401197382,1,6,2006,9,6,140000
60,3,4.276666119,11317,2,1,4,3,0,4,3,5,2,2,0,5,7,5,2003,2003,1,1,12,13,1,4.615120517,4,3,2,5,4,2,2,0.693147181,2,840,840,1,5,1,4,840,6.719013154,1668,0,0,2,1,1.098612289,1,4,8,7,1,6,3,0.693147181,6.214608098,4,3,4.9698133,4.219507705,1,9,2007,9,6,180000
50,3,3.044522438,17673.5,2,1,2,2,0,1,1,4,2,2,0,0,6,7,1958,2006,1,1,13,6,0,6.037274083,4,3,1,5,4,5,4,6.546785411,2,747,1444,1,4,1,4,1444,6.551080335,2144,0,1,2,0,1.386294361,1,4,7,7,4,6,4,0.693147181,5.963579344,4,3,2.48490665,4.584967479,1,6,2007,9,6,277000
30,3,4.007333185,5350,2,1,3,3,0,4,3,3,2,2,0,2,3,2.236944456,1940,1966,1,1,13,10,2,0,3,1,1,4,4,2,2,0.693147181,2,728,728,1,5,1,4,1306,4.700480366,1306,0,0,1,0,1.098612289,1,2,6,4,1,1,1,0,5.075173815,1,3,5.572154032,1.386294361,3,5,2010,9,6,76500
120,4,3.784189634,4750,2,1,3,1,0,4,2,6,2,2,4,2,8,5,2006,2007,3,1,12,13,3,6.037274083,4,3,2,5,4,5,7,7.360739903,2,0,1573,1,5,1,4,1625,4.700480366,1625,1,1,2,0,0.693147181,1,4,5,7,5,6,4,0.693147181,6.28785856,4,3,4.812184355,1.386294361,1,12,2007,9,2,235000
60,3,4.17438727,8366,2,1,3,3,0,4,3,20,2,2,0,5,6,5,2004,2004,1,1,12,13,2,0,4,3,2,5,4,2,2,0.693147181,2,798,798,1,5,1,4,798,6.735780014,1640,0,0,2,1,1.098612289,1,4,6,7,1,6,3,0.693147181,6.253828812,4,3,4.927253685,3.80666249,1,12,2008,9,6,173000
80,3,4.442651256,9350,2,1,4,3,0,4,3,12,2,2,0,7,6,7,1964,1991,3,1,6,6,1,4.682131227,3,3,1,5,4,5,3,5.598421959,6,452,1302,1,5,1,4,1302,4.700480366,1302,0,1,2,0,1.098612289,1,4,7,6,1,6,3,0,5.733341277,4,3,5.80814249,1.386294361,4,10,2007,8,6,158000
20,3,4.248495242,8400,2,1,4,3,0,4,3,12,2,2,0,2,5,6,1957,1957,1,1,8,8,2,0,3,4,1,4,4,2,4,6.826545224,2,392,1314,1,3,1,4,1314,4.700480366,1314,1,0,1,0,1.098612289,1,3,5,7,1,6,3,0,5.683579767,4,3,5.521460918,1.386294361,1,6,2010,9,6,145000
60,3,4.189654742,8738,2,1,3,3,0,4,3,8,2,2,0,5,7,5,1999,1999,1,1,12,13,1,5.710427017,4,3,2,5,4,2,2,0.693147181,2,975,975,1,5,1,4,1005,7.159291905,2291,0,0,2,1,1.386294361,1,4,8,7,4,4,4,0.693147181,6.061456919,4,3,5.257495372,1.386294361,1,2,2006,9,6,230000
60,1,4.158883083,8791,2,1,3,3,0,4,3,21,2,2,0,5,6,5,2003,2003,1,1,12,13,2,0,4,3,2,5,4,2,4,6.22059017,2,361,864,1,5,1,4,864,6.761572769,1728,0,0,2,1,1.098612289,1,4,7,7,1,6,3,0.693147181,6.51174533,4,3,5.375278408,4.025351691,1,5,2008,9,6,207500
20,3,4.219507705,8814,2,1,4,3,0,4,3,5,2,2,0,2,7,5,2006,2006,1,1,12,13,3,5.192956851,4,3,2,5,4,2,7,7.195937226,2,270,1604,1,5,1,4,1604,4.700480366,1604,1,0,2,1,1.098612289,1,4,8,7,5,6,3,0.693147181,6.492239835,4,3,4.812184355,4.700480366,1,3,2009,9,5,220000
60,3,4.382026635,12435,2,1,4,3,0,4,3,5,2,2,0,5,7,5,2001,2001,1,1,12,13,1,5.147494477,4,3,2,5,4,2,7,5.888877958,2,602,963,1,5,1,4,963,6.720220155,1792,0,0,2,1,1.098612289,1,4,7,7,4,6,3,0.693147181,6.335054251,4,3,2.48490665,4.564348191,1,5,2008,9,6,231500
20,4,4.248495242,12702,2,1,4,3,0,4,3,17,2,2,0,2,5,5,1956,1956,1,1,3,3,2,0,3,3,2,1,1,1,1,0.693147181,1,0,42,1,4,1,0,882,4.700480366,882,0,0,1,0,0.693147181,1,3,4,7,1,2,2,0,5.730099783,4,3,2.48490665,3.80666249,1,12,2008,9,6,97000
80,3,4.787491743,17673.5,2,1,4,3,0,0,3,12,0,2,0,7,6,5,1962,1962,1,1,13,14,1,5.988961417,3,3,1,4,4,5,4,6.510258341,6,0,1362,1,3,1,4,1382,4.700480366,1382,1,0,1,0,1.098612289,1,3,6,7,4,6,2,0.693147181,6.784457063,4,3,2.48490665,1.386294361,3,5,2009,9,6,176000
60,3,4.234106505,9588,2,1,3,3,0,4,3,5,2,2,0,5,8,5,2007,2007,1,1,5,5,3,5.598421959,4,3,2,6,4,2,2,0.693147181,2,1482,1482,1,5,1,4,1482,6.995766156,2574,0,0,2,1,1.098612289,1,5,10,7,5,4,4,1.098612289,6.766191715,4,3,2.48490665,4.997212274,1,11,2007,7,1,276000
80,3,4.477336814,8471,2,1,3,3,0,0,3,19,2,2,0,7,6,7,1977,1995,1,1,6,10,1,3.828641396,3,3,1,5,5,4,6,6.226536669,2,0,506,1,3,1,4,1212,4.700480366,1212,1,0,1,0,1.098612289,1,3,6,7,4,6,2,0.693147181,6.198478716,4,3,5.676753802,2.48490665,3,7,2006,9,6,151000
50,4,3.912023005,5500,2,1,4,3,0,0,3,17,2,2,0,0,5,7,1929,2001,1,1,13,14,2,0,3,3,0,4,4,2,3,5.455321115,6,0,926,1,3,1,4,926,4.700480366,1316,1,0,1,0,1.098612289,1,3,6,7,1,2,2,0.693147181,6.182084907,4,3,2.48490665,1.386294361,1,4,2010,9,6,130000
30,4,3.401197382,5232,2,3,1,0,0,4,3,17,0,2,0,2,5,5,1925,2004,1,1,13,14,2,0,3,3,0,3,4,2,2,0.693147181,2,680,680,1,4,0,2,764,4.700480366,764,0,0,1,0,0.693147181,1,3,4,7,1,2,2,0.693147181,6.222576268,4,1,2.48490665,1.386294361,1,6,2008,9,6,73000
20,3,4.356708827,12090,2,1,3,3,0,4,3,14,2,2,0,2,6,6,1981,1981,1,1,8,8,1,5.347107531,3,4,1,5,4,2,7,6.376726948,3,606,1422,1,3,1,4,1422,4.700480366,1422,0,0,2,0,1.098612289,1,4,7,7,4,6,4,0.693147181,6.356107661,4,3,5.620400866,1.386294361,5,6,2008,9,6,175500
60,3,4.248495242,11207,2,1,3,1,0,2,3,8,2,2,0,5,6,5,1997,1997,1,1,12,13,2,0,3,3,2,5,4,4,7,6.570882962,2,88,802,1,4,1,4,802,6.563855527,1511,1,0,2,1,1.098612289,1,3,8,7,4,6,4,0.693147181,6.023447593,4,3,4.553876892,4.317488114,1,6,2006,9,6,185000
75,3,4.094344562,8400,2,1,4,0,0,4,2,18,2,2,0,3,5,8,1939,1997,1,1,13,14,2,0,3,3,2,4,4,2,3,5.934894196,2,342,720,1,5,1,4,1052,6.579251212,2192,0,0,2,1,1.386294361,1,4,8,7,5,2,2,0,5.480638923,4,3,5.568344504,3.17805383,1,7,2008,9,6,179500
30,4,4.262679877,6900,2,1,4,3,0,4,3,9,2,2,0,2,5,6,1940,1955,1,1,12,13,2,0,3,3,1,4,4,2,6,5.998936562,4,212,740,1,5,1,4,778,4.700480366,778,0,0,1,0,0.693147181,1,3,4,7,5,2,4,0,6.828712072,6,3,2.48490665,3.218875825,1,2,2008,9,6,120500
20,3,3.044522438,7917,2,1,3,3,0,0,3,7,2,2,0,2,6,7,1976,1976,3,1,6,6,1,5.159055299,3,4,1,4,5,2,5,6.621405652,2,392,1143,1,3,1,4,1113,4.700480366,1113,1,0,1,1,1.098612289,1,3,6,7,3,6,3,0,6.222576268,4,3,5.913503006,3.401197382,5,5,2007,9,6,148000
60,1,4.430816799,10728,2,1,4,3,0,4,3,21,2,2,0,5,8,5,2006,2006,1,1,12,13,2,0,4,3,2,5,4,3,2,0.693147181,2,1095,1095,1,4,1,4,1095,6.738152495,1939,0,0,2,1,1.098612289,1,4,8,7,5,6,3,1.098612289,6.844016438,4,3,5.257495372,3.931825633,1,8,2006,7,1,266000
20,3,4.290459441,17673.5,2,1,3,2,0,1,1,4,2,2,0,2,7,7,1954,2005,0,2,9,10,2,0,3,3,1,5,4,5,3,5.420534999,7,96,1385,1,5,1,4,1363,4.700480366,1363,1,0,1,0,0.693147181,1,3,5,4,4,6,2,0.693147181,6.084499413,4,3,4.394449155,1.386294361,1,4,2008,9,6,241500
60,3,4.521788577,11764,2,1,3,3,0,1,3,15,2,2,0,5,8,7,1999,2007,1,1,12,13,1,5.85220248,4,3,2,5,4,2,7,6.261491684,2,628,1152,1,5,1,4,1164,7.008505182,2270,0,0,2,1,1.386294361,1,4,9,7,5,6,4,1.098612289,6.508769137,4,3,4.882801923,4.043051268,1,4,2010,9,6,290000
20,3,4.382026635,9600,2,1,4,3,0,4,3,12,1,2,0,2,6,6,1958,1988,3,1,13,14,0,5.209486153,3,3,1,4,4,2,4,6.429719478,3,0,1240,1,4,1,4,1632,4.700480366,1632,1,0,2,0,1.098612289,1,3,6,6,5,6,3,0,5.823045895,4,3,5.666426688,1.386294361,4,4,2009,9,6,139000
20,3,4.33073334,8314,2,1,4,3,0,0,3,11,2,2,0,2,5,7,1982,1982,1,1,6,7,2,0,3,3,1,4,4,5,6,6.302618976,2,270,816,1,3,1,4,816,4.700480366,816,0,0,1,0,0.693147181,1,3,5,7,1,6,2,0,5.575949103,4,3,5.123963979,1.386294361,1,6,2007,9,6,124500
50,3,4.007333185,7264,2,1,4,3,0,4,3,3,2,2,0,0,7,7,1925,2007,1,1,13,14,2,0,4,4,0,4,4,2,2,0.693147181,2,952,952,2,4,0,4,952,6.390240667,1548,0,0,2,1,1.098612289,1,5,5,7,1,2,2,0.693147181,6.510258341,4,3,4.304065093,1.386294361,1,10,2009,9,6,205000
20,3,4.859812404,9196,2,1,3,3,0,4,3,11,2,2,0,2,7,5,2003,2003,1,1,12,13,2,0,4,3,2,6,4,2,2,0.693147181,2,1560,1560,1,5,1,4,1560,4.700480366,1560,0,0,2,0,1.098612289,1,4,7,7,1,6,4,0.693147181,6.350885717,4,3,4.605170186,5.010635294,1,4,2010,9,6,201000
20,3,4.901564199,17673.5,2,1,4,3,0,0,3,8,2,2,0,2,4,5,1951,1951,1,1,12,13,2,0,3,3,1,4,4,2,3,4.787491743,2,744,864,1,5,1,4,864,4.700480366,864,0,0,1,0,0.693147181,1,3,4,7,1,2,2,0.693147181,5.991464547,4,3,2.48490665,1.386294361,1,6,2010,9,6,141000
20,3,4.672828834,14450,2,1,4,3,0,4,3,16,2,2,0,2,9,5,2006,2007,1,1,5,5,1,5.752572639,5,3,2,6,4,5,2,0.693147181,2,1685.5,2052,1,5,1,4,2121,4.700480366,2121,0,0,2,1,1.098612289,1,5,8,7,6,6,4,1.098612289,6.595780514,4,3,4.820281566,4.584967479,1,5,2007,7,1,340037.5
60,3,4.418840608,10005,2,1,4,3,0,4,3,4,2,2,0,5,7,5,1977,1977,3,1,9,10,1,5.700443573,3,3,1,5,4,2,5,5.97126184,2,768,1160,1,5,1,4,1156,6.763884909,2022,0,0,2,1,1.386294361,1,3,8,7,4,6,4,0.693147181,6.224558429,4,3,5.66296048,4.762173935,1,3,2008,9,6,192000
60,3,4.406719247,11287,2,1,4,3,0,4,3,20,2,2,0,5,7,6,1989,1989,1,1,9,10,1,5.828945618,4,3,1,5,4,4,7,6.042632834,2,386,807,1,4,1,4,1175,6.693323668,1982,0,0,2,1,1.098612289,1,4,7,7,4,6,4,0.693147181,6.354370041,4,3,2.48490665,4.430816799,1,1,2007,9,6,228500
20,1,4.094344562,7200,2,2,4,3,0,4,3,21,2,2,0,2,6,5,2006,2006,1,1,12,13,3,4.219507705,4,3,2,5,4,2,7,6.807934944,2,357,1262,1,4,1,4,1262,4.700480366,1262,0,0,2,0,0.693147181,1,4,5,7,1,6,4,0.693147181,6.349138991,4,3,2.48490665,4.787491743,1,5,2006,7,1,185000
120,3,3.526360525,5063,2,1,4,3,0,4,3,16,2,2,3,2,7,5,2007,2008,1,1,12,13,3,5.111987788,4,3,2,5,4,2,7,6.80682936,2,410,1314,1,5,1,4,1314,4.700480366,1314,1,0,2,0,0.693147181,1,4,6,7,5,6,3,0.693147181,6.439350371,4,3,5.147494477,4.127134385,1,4,2009,4,6,207500
20,3,4.304065093,9612,2,1,4,3,0,4,3,21,1,2,0,2,8,5,2008,2009,1,1,12,13,3,4.276666119,4,3,2,5,4,2,2,0.693147181,2,1468,1468,1,5,1,4,1468,4.700480366,1468,0,0,2,0,1.098612289,1,4,6,7,5,6,4,1.098612289,6.800170068,4,3,5.347107531,5.010635294,1,12,2009,7,1,244600
120,3,3.912023005,8012,2,1,4,3,0,4,3,20,2,2,4,2,6,5,1992,1992,1,1,9,7,2,0,4,3,2,5,4,2,7,6.063785209,2,1145,1575,1,4,1,4,1575,4.700480366,1575,1,0,2,0,0.693147181,1,4,5,7,1,6,3,0.693147181,6.270988432,4,3,2.48490665,1.386294361,1,7,2007,9,6,179200
160,1,3.555348061,4251,2,2,3,3,0,4,3,21,2,2,4,5,7,5,2006,2007,1,1,8,8,2,0,4,3,2,5,4,2,2,0.693147181,2,625,625,1,5,1,4,625,6.43775165,1250,0,0,2,1,0.693147181,1,4,5,7,1,2,3,0.693147181,6.269096284,4,3,2.48490665,3.988984047,1,6,2007,7,1,164700
50,3,4.343805422,9786,2,1,3,0,0,4,3,12,2,2,0,0,6,7,1962,1981,1,1,13,14,2,0,3,3,1,4,4,2,4,6.396929655,2,312,912,1,3,1,4,1085,6.475432717,1734,0,0,1,1,1.098612289,1,4,7,7,5,6,3,0.693147181,6.086774727,4,3,2.48490665,1.386294361,5,6,2006,9,6,159000
20,3,3.044522438,8125,2,1,3,3,0,0,3,12,2,2,0,2,4,4,1971,1971,1,1,6,6,2,0,3,3,1,4,4,2,5,6.419994928,2,244,858,1,3,1,4,858,4.700480366,858,0,0,1,0,1.098612289,1,3,5,7,1,1,1,0,5.075173815,1,3,2.48490665,1.386294361,1,6,2006,9,6,88000
20,3,3.044522438,9819,2,1,3,3,0,4,3,19,2,2,0,2,5,5,1967,1967,1,1,8,8,1,3.433987204,3,4,1,4,4,2,5,6.109247583,2,432,882,1,3,1,4,900,4.700480366,900,0,0,1,0,1.098612289,1,3,5,7,1,2,2,0,5.634789603,4,3,2.48490665,1.386294361,4,2,2010,9,6,122000
70,3,4.094344562,8730,2,1,4,3,0,4,3,3,6,2,0,5,6,7,1915,2003,1,1,13,14,2,0,3,3,0,4,4,2,2,0.693147181,2,698,698,1,5,1,0,698,6.548219103,1396,0,0,1,0,1.098612289,1,3,7,7,1,2,2,0,5.950642553,4,3,2.48490665,1.386294361,1,7,2007,9,6,153575
60,3,4.787491743,15611,2,1,4,3,0,4,3,5,2,2,0,5,8,5,2006,2006,1,1,12,13,2,0,4,3,2,5,4,4,2,0.693147181,2,1079,1079,1,5,1,4,1079,6.733401892,1919,0,0,2,1,1.098612289,1,4,8,7,5,6,3,0.693147181,6.529418838,5,3,2.48490665,3.931825633,1,7,2006,7,1,233230
190,3,4.007333185,5687,2,3,4,0,0,4,3,18,2,2,1,5,5,6,1912,2000,1,1,12,13,2,0,3,2,2,4,3,2,4,5.347107531,2,570,780,1,5,0,4,936,6.65929392,1716,1,0,2,0,1.504077397,1,2,9,7,1,1,1,0,5.075173815,1,1,2.48490665,5.135798437,1,3,2008,9,6,135900
50,3,4.094344562,11409,2,1,4,3,0,4,3,7,2,2,0,0,5,4,1949,2008,1,1,13,14,2,0,3,3,1,4,4,2,3,5.676753802,2,476,768,1,4,1,4,1148,6.342121419,1716,0,0,1,1,1.098612289,1,3,8,5,5,6,2,0,5.638354669,4,3,2.48490665,1.386294361,1,1,2009,9,6,131000
60,3,3.044522438,16659,2,1,3,3,0,0,3,14,3,2,0,5,7,7,1977,1994,1,1,9,10,1,3.526360525,3,3,1,4,4,2,6,6.678342115,2,0,795,1,2,1,4,1468,6.678342115,2263,1,0,2,1,1.098612289,1,4,9,7,4,6,4,0.693147181,6.289715571,4,3,2.48490665,5.135798437,1,3,2006,9,6,235000
20,3,4.382026635,9600,2,1,4,3,0,4,3,12,2,2,0,2,6,5,1953,1953,3,1,6,6,3,5.472270674,3,3,1,4,4,2,7,7.158513997,2,131,1416,1,3,1,4,1644,4.700480366,1644,1,0,1,0,1.098612289,1,3,7,7,5,6,4,0.693147181,6.035481433,4,3,4.700480366,1.386294361,1,10,2009,9,6,167000
80,3,3.610917913,7937,2,1,3,3,0,1,3,11,2,2,0,7,6,6,1984,1984,1,1,6,6,2,0,3,3,1,4,4,4,7,6.708084084,2,184,1003,1,3,1,4,1003,4.700480366,1003,1,0,1,0,1.098612289,1,3,6,7,1,2,2,0.693147181,6.376726948,4,3,4.787491743,1.386294361,5,3,2006,9,6,142500
50,4,4.317488114,13710,2,1,4,3,0,4,3,9,2,2,0,0,5,5,1950,1950,1,1,13,14,2,0,3,3,1,4,4,2,5,6.040254711,2,490,910,1,3,1,0,910,6.473890696,1558,0,0,1,1,1.386294361,1,3,6,7,1,6,2,0,5.641907071,4,3,5.666426688,1.386294361,4,6,2007,9,6,152000
60,1,4.189654742,7399,2,2,3,3,0,4,3,21,2,2,0,5,7,5,1997,1998,3,1,12,13,1,6.037274083,4,3,2,5,4,2,5,6.475432717,2,326,975,1,5,1,4,975,6.882437471,1950,0,0,2,1,1.098612289,1,4,7,7,4,2,3,0.693147181,6.356107661,4,3,2.48490665,2.302585093,1,6,2007,9,6,239000
60,3,4.49980967,11700,2,1,4,3,0,4,3,14,2,2,0,5,6,6,1968,1968,4,1,6,1,1,5.899897354,4,3,1,4,4,2,6,5.950642553,4,143,702,1,4,1,4,1041,6.553933404,1743,0,1,1,2,1.098612289,1,3,7,7,5,6,2,0.693147181,6.289715571,4,3,5.411646052,1.386294361,1,6,2007,9,6,175000
20,3,4.382026635,14000,2,1,4,3,0,4,3,6,2,2,0,2,6,8,1950,2004,1,1,6,6,2,0,3,4,1,4,4,2,2,0.693147181,2,1092,1092,1,5,1,4,1152,4.700480366,1152,0,1,1,0,1.098612289,1,4,6,7,5,6,2,0,5.703782475,4,3,2.48490665,3.583518938,5,8,2009,9,2,158500
190,3,4.49980967,15750,2,1,4,3,0,0,3,6,2,2,1,2,5,5,1953,1953,3,1,8,8,1,4.025351691,3,3,1,4,4,3,5,6.73459166,2,324,1165,1,3,1,4,1336,4.700480366,1336,1,0,1,0,0.693147181,1,3,5,7,5,6,2,0,5.926926026,4,3,2.48490665,1.386294361,1,6,2006,9,6,157000
60,3,4.189654742,16226,2,1,1,3,0,4,3,5,2,2,0,5,8,5,1998,1999,1,1,12,13,2,0,4,3,2,5,4,2,7,5.638354669,2,747,1028,1,5,1,4,1210,7.124478262,2452,0,0,2,1,1.386294361,1,4,9,7,4,4,4,0.693147181,6.52649486,4,3,5.33753808,3.912023005,1,5,2007,9,6,267000
20,3,4.770684624,13704,2,1,3,3,0,0,3,5,2,2,0,2,7,5,2001,2002,1,1,12,13,1,5.010635294,4,3,2,5,4,2,2,0.693147181,2,1541,1541,1,5,1,4,1541,4.700480366,1541,0,0,2,0,1.098612289,1,4,6,7,4,6,3,1.098612289,6.736966958,4,3,6.040254711,4.394449155,1,1,2006,9,6,205000
20,3,4.248495242,9800,2,1,4,3,0,0,3,5,2,2,0,2,5,7,1972,1972,1,1,12,13,2,0,3,3,2,4,4,2,6,6.795705775,2,0,894,1,3,1,4,894,4.700480366,894,1,0,1,0,1.098612289,1,3,5,7,1,6,2,0.693147181,6.313548046,4,3,5.545177444,1.386294361,3,7,2006,9,5,149900
